select,M,プログラムデータを一時的に保存するために使用され、コンピュータの電源を落とした時にデータが消去されるのは、次のうちどれですか。,CPU,SSD,ハードディスク,システムメモリー,,,システムメモリー,,,
select,M,OSやアプリケーションのセキュリティの強化を可能にするパッチの適用のうち、ベンダー管理による更新を可能にし、ユーザーの負担が最も少ない方法は、次のうちどれですか。,定期的なアップグレード,頻繁なパッチあて,自動アップデート,デイリーでスケジュールされたパッチ,,,自動アップデート,,,
select,M,ケーブルロックを使用することで軽減することができるセキュリティ上の脅威は、次のうちどれですか。,ショルダーサーフィン,フィッシング,ハードウェアの盗難,ダンプスターダイビング（ゴミ箱あさり）,,,ハードウェアの盗難,,,
select,M,パスワードを複雑にすることが必要とされる理由は、次のうちどれですか。,パスワードをクラックするのがより難しくなるため,ユーザーがパスワードを忘れないよう、書き留めることを促すため,ユーザーのタイピングスキルを向上させるため,ユーザーが別のアカウントで同じパスワードを使用しないようにするため,,,パスワードをクラックするのがより難しくなるため,,,
select,M,ユーザーは、リンクを含むメールを受信しました。リンクにカーソルを置くと、実際のURLは、メールに記載されているテキストと一致せず、ランダムな文字列として表示されています。最適な処置は、次のうちどれですか。,知人にメールを転送し、アドバイスをもらう,送信者に返信し、リンクへの接続が安全かどうか尋ねる,リンクをクリックせず、メールを削除する,マルウェア対策ソフトがインストールされているのでリンクをクリックしてみる,,,リンクをクリックせず、メールを削除する,,,
select,M,コンピュータオペレーションにおいて、一時的なストレージとして動作するコンポーネントは、次のうちどれですか。,システムボード,CPU (Central processing unit),RAM (Random access memory),拡張カード,,,RAM (Random access memory),,,
select,M,拡張子に .rtf がつくファイルの種類は、次のうちどれですか。,文書,実行ファイル,音声,表計算,,,文書,,,
select,M,ノートPCやPC（ワークステーション）の物理的な盗難を防ぐ方法として一般的なのは、次のうちどれですか。,いかなる機密情報は処分する前に、細断する,パスワードをコンピュータの近くに置かない,パスワード/暗証番号を入力するときの認識力を養う,ケーブルと鍵は、固定された物にしっかりと取り付ける,,,ケーブルと鍵は、固定された物にしっかりと取り付ける,,,
select,M,新しいソフトウェアアプリケーションをインストールした後、ユーザーは、そのアプリケーションが試用版として起動することに気が付きました。アプリケーションをアクティベーションするために実行する必要があるのは、次のうちどれですか。,プロダクトまたはライセンスキーを入力する,ベンダーサポートに連絡する,ソフトウェアアプリケーションを再インストールする,ソフトウェアインストールを完了させる,,,プロダクトまたはライセンスキーを入力する,,,
select,M,あるユーザーのノートPCのハードディスクには、機密情報が含まれており、そのPCを会社のネットワークに時々接続します。その際、ユーザーの機密情報ファイルが、別のPCから閲覧されていることに気が付きました。この状況を防止するための方法は、次のうちどれですか。,ノートPC上で、ファイルとプリンターの共有を無効にする,ネットワークから使っていないドライブを削除する,キーリングから共有キーを削除する,ファイル上のリードオンリー属性を設定する,,,ノートPC上で、ファイルとプリンターの共有を無効にする,,,
select,M,ユーザーのマイナンバー、誕生日、現住所などの情報があてはまるのは、次のうちどれですか。,IMAP,HTTP,PII,HTTPS,,,PII,,,
select,M,CPUの機能説明として当てはまるのは、次のうちどれですか。,遠隔伝送のためデータを暗号化する,データ計算を実行する,コンポーネントに電力を供給する,ファイルの格納先を提供する,,,データ計算を実行する,,,
select,M,OSのアクティベーションを実行した際に、ソフトウェアが純正ではない可能性があるというメッセージが表示されました。ここで発生していると考えられるセキュリティ脅威は、次のうちどれですか。,ソーシャルエンジニアリング,フィッシング,ウイルス攻撃,ライセンス盗難,,,ライセンス盗難,,,
select,M,ユーザーは、SOHOワイヤレスルーターを設定しています。ユーザーが、ルータのデフォルトの管理者パスワードを変更すべき理由は、次のうちどれですか。,不適切なデータ送信暗号化を防止するため,不正な設定変更を防止するため,ソーシャルエンジニアリング攻撃を防止するため,ワイヤレスシグナルの強度を高めるため,,,不正な設定変更を防止するため,,,
select,M,ユーザーは、8GBのRAMを動作条件とするCADアプリケーションの導入を検討しています。必要となるOSのタイプは、次のうちどれですか。,8-bit,16-bit,32-bit,64-bit,,,64-bit,,,
select,M,複数のユーザー間で、あるフォルダ共有利用する必要があり、要件として高可用性が重要です。最適なソリューションは、次のうちどれですか。,PCに接続された容量の大きなUSBメモリ,中容量程度のSATAハードドライブ,ネットワークアタッチトストレージアプライアンス,セキュリティ機能を搭載したファイアウォール,,,ネットワークアタッチトストレージアプライアンス,,,
select,M,内部システム機器の相互接続について責任を持つコンポーネントは、次のうちどれですか。,システムケース,電源,マザーボード,拡張カード,,,マザーボード,,,
select,M,コンピュータを悪意ある攻撃から保護するソフトウェアは、次のうちどれですか。,バックアップ,アンチウイルス,ダイアグノスティック,スクリーンセーバー,,,アンチウイルス,,,
select,M,ビデオ、オーディオ、ネットワークカードを接続するために使用されるコンピュータの内部コンポーネントは、次のうちどれですか。,CPU,マザーボード,ハードドライブ,モデム,,,マザーボード,,,
select,M,コンピュータの温度を正常範囲内に保つため最も重要な事は、次のうちどれですか。,一定の出力を維持する,十分なエアフローを確保する,ケースを開けたままにしておく,不要時は、ワイヤレスをオフにしておく,,,十分なエアフローを確保する,,,
select,M,従業員が使用しているデスクの電話機には、ネットワークケーブルのみが接続されています。この電話機で使用されていると考えられる技術は、次のうちどれですか。,LTE,GSM,VoIP,CDMA,,,VoIP,,,
select,M,複数のファイルを統合するために使用されるファイル形式は、次のうちどれですか。,rtf,m3u,avi,rar,,,rar,,,
select,M,.batファイルを実行する際に必要な権限は、次のうちどれですか。,削除,実行,書き込み,変更,,,実行,,,
select,M,技術者がワークステーションにOSをインストールした後、画面上ですべてが大きなウインドウサイズで表示され、表示領域が制限されていることに気が付きました。この症状を解決するために設定する必要があると考えられるのは、次のうちどれですか。,色深度,向き,DPI設定,解像度,,,解像度,,,
select,M,2台の新しいスマートフォン間で、同一のWiFiネットワークに接続することなく、ファイルを最も簡単かつ迅速に共有できる方法は、次のうちどれですか。,Micro SDカード,Bluetooth,USB接続,赤外線,,,Bluetooth,,,
select,M,技術者は、新しいコンピュータを設置しました。ケーブル管理において、最良の方法であるのは、次のうちどれですか。,ケーブルをきれいに整列させ、ケーブルタイでまとめる,ケーブル間の干渉を防ぐため、緩めたままにしておく,ケーブルを壁に固定する,カーペットの下にケーブルをきれいに敷く,,,ケーブルをきれいに整列させ、ケーブルタイでまとめる,,,
select,M,ユーザーは、ノートPCにメジャーアップデートを実行しようとしています。アップデート実行前に、行うべき作業は、次のうちどれですか。,バックアップからフォルダを復元する,管理者アカウントのパスワードを変更する,重要なフォルダをバックアップする,すべての個人的なドキュメントを印刷する,,,重要なフォルダをバックアップする,,,
select,M,以下のプリンタ接続方法において、最も高速にデータ転送できる方式は、次のうちどれですか。,Bluetooth,USB,パラレル,シリアル,,,USB,,,
select,M,ユーザーは、Eメールアカウントの初期パスワードを変更する必要があります。複雑なパスワードの例として最も適切であると考えられるのは、次のうちどれですか。,01#iWant!2686612338,iWantobeaCosmonau#,01c234n56789v9876x21,012iWanttobe210,,,01#iWant!2686612338,,,
select,M,64-bitのOSを使用する利点は、次のうちどれですか。,SSDを認識することができる,IPv6アドレスを取得することができる,より多くのRAMを活用することができる,2つ以上のハードドライブを追加することができる,,,より多くのRAMを活用することができる,,,
select,M,ユーザーは、ホテルの共用ワークステーションでのインターネットの閲覧をしました。個人情報保護の観点から、最後に実行すべきステップは、次のうちどれですか。,ゲストアカウントからログアウトし、再起動する,ブラウザ、拡張機能、プラグインを更新する,ワークステーションのウイルススキャンを実行する,ブラウザのキャッシュ、クッキー、履歴をクリアにする,,,ブラウザのキャッシュ、クッキー、履歴をクリアにする,,,
select,M,コンピュータを安全に安心して使用するために必要な知識はどれですか。,プログラミング,デザイン,情報セキュリティ,情報工学,,,情報セキュリティ,,,
select,M,キーボードやマウスは、コンピュータの５大装置のどれに分類されますか。,入力装置,演算装置,制御装置,出力装置,,,入力装置,,,
select,M,企業のサーバーに用いられる、大型のコンピュータはどれですか。,スマートホン,ノートPC,デスクトップPC,ラックマウントPC,,,ラックマウントPC,,,
select,M,Webブラウザは、次のどれに該当しますか。,システムソフトウェア,OS,デバイスドライバ,アプリケーション,,,アプリケーション,,,
select,M,コンピューターにビデオカードを追加する際に、十分な電力が供給されるかどうかを確認するのはどれですか。,GPU,CPU ,NIC,PSU,,,PSU,,,
select,M,一時的なプログラムやデータの記憶に使用され、コンピュータの電源を切るとデータが保存されないものはどれですか。,CPU,メインメモリ,SATA,SSD,,,メインメモリ,,,
select,M,大容量のデータの保存に使用され、コンピュータの電源を切ってもデータが保存されるのはどれですか。,RAM,ハードディスク,プロセッサ,PSU,,,ハードディスク,,,
select,M,OSの起動ディスクとして最も高速なのはどれですか。,ハードディスク,CD,DVD,SSD,,,SSD,,,
select,M,ディスプレイに表示されるウィンドウが大きすぎる場合に技術者が調整すべきものは、次のうちどれですか。,コントラスト,向き,明度,解像度,,,解像度,,,
select,M,熱を利用して特別な用紙に印字するプリンターはどれですか。,レーザー,サーマル,インクジェット,ターミナル,,,サーマル,,,
select,M,ネットワークを介して複数のコンピュータで共有されるファイルサーバー専用機はどれですか。,ネットワークアタッチドストレージ,USBメモリ,メモリカード,マルチカードリーダー,,,ネットワークアタッチドストレージ,,,
select,M,ディスプレイやプロジェクター接続に広く用いられる15ピンのアナログインターフェースはどれですか。,VGA,DVI,HDMI,d-Video,,,VGA,,,
select,M,モバイル向けOSの特徴は、次のうちどれですか。,商用使用である,無料で使用できる,ソースコードを公開している,軽量である,,,軽量である,,,
select,M,インターネットアクセスが許可され、パスワードの作成ができないユーザーアカウントはどれですか。,Guest,管理者,標準ユーザー,Power User,,,Guest,,,
select,M,ファイルやフォルダーのデータの保存容量を少なくするには、どうしますか。,移動,圧縮,コピー,削除,,,圧縮,,,
select,M,OSを自動更新する設定のメリットは、次のうちどれですか。,正常にハードディスクにファイルを配置できる,消失や消去したファイルを復元できる,OSの問題の修正やセキュリティ強化を迅速に行うことができる。,最新のウイルス定義ファイルをインストールできる,,,OSの問題の修正やセキュリティ強化を迅速に行うことができる。,,,
select,M,最も信頼性の高いデータ接続技術は、次のうちどれですか。,イーサネット,無線LAN,Bluetooth,携帯通信サービス,,,イーサネット,,,
select,M,最新かつ最強の無線LANセキュリティ規格はどれですか。,WEP,WPA2,WPA,SSID,,,WPA2,,,
select,M,インターネット接続を暗号化し、安全なオンラインバンキングを実現するのはどれですか。,HTTP,SFTP,HTTPS,FTPS,,,HTTPS,,,
select,M,ローカルストレージと比較したクラウドストレージのメリットはどれですか。,通信費用の減少,ファイルへのアクセス速度の向上,リソースの柔軟な増減が可能,セキュリティが高い,,,リソースの柔軟な増減が可能,,,
select,M,インターネット閲覧時に、システムを無効にすることを避けるために支払いを要求する脅迫メッセージが表示されました。このタイプのマルウェアは、次のうちどれですか。,ランサムウェア,スパイウェア,アドウェア,ウイルス,,,ランサムウェア,,,
select,M,多要素認証の例として適切なものは、次のうちどれですか。,ユーザ名とパスワード、PIN,ユーザ名とパスワード、ICカード,ユーザ名とパスワード、誕生日,ユーザ名とパスワード,,,ユーザ名とパスワード、ICカード,,,
select,M,パスワードを作成する際のベストプラクティスは、次のうちどれですか。,名前と誕生日を組み合わせる,すべてのシステムで同じパスワードを利用する,英字や数字、記号を組み合わせる,辞書に載っている用語を使用する,,,英字や数字、記号を組み合わせる,,,
select,M,ブラウザを開くと、知らないWebサイトへ転送されました。この問題の原因は、次のうちどれですか。,アドウェアの影響,セキュリティポリシーの影響,ブラウザキャッシュの影響,ソーシャルエンジニアリングの影響,,,アドウェアの影響,,,
select,M,コンピュータの利用を開始する際に、ハードウェアが期待通りに動かない場合は、まず何を確認しますか,ケーブルや接続部が外れていないか,アンチウイルスソフトがインストールされているか,OSがインストールされているか,インターネットに接続できるか,,,ケーブルや接続部が外れていないか,,,
select,M,クラウドベースストレージの特徴は、次のうちどれですか。,データを毎日コピーする,データをローカルコピーする,データを事業者サイトに保管する,データをすべてバックアップする,,,データを事業者サイトに保管する,,,
select,M,盗難時にモバイルデバイスへの不正アクセスを防止する方法は、次のうちどれですか。,機内モードの有効化,同期の無効化,パスコードロック,GPSトラッキング,,,パスコードロック,,,
select,M,電気電子機器において特定有害物質の使用制限を定めているガイドラインは、次のうちどれですか。,RoHS,ESD,EMI,エネルギースター,,,RoHS,,,
select,M,電力供給がなくなるとデータが消えるのは次のうちどれですか。,ハードディスク,メインメモリ,CD-ROM,USBメモリ,,,メインメモリ,,,
select,M,DIMMとS.O.DIMMの違いで正しいものは次のうちどれですか。,S.O.DIMはデスクトップで、DIMMはノートパソコンで利用される,S.O.DIMMの方が高速である,S.O.DIMMはDIMMよりサイズが小さい,S.O.DIMMはDIMMよりサイズが大きい,,,S.O.DIMMはDIMMよりサイズが小さい,,,
select,M,80芯のケ-プルを利用するのはどれですか。,FDドライブ,IDEドライブ,SATAドライブ,SCSIドライブ,,,IDEドライブ,,,
select,M,電力供給がなくなるとデ一夕が消えるのはどれですか。,八一ドディスク,メモリ,CD-ROM,USBメモリ,,,メモリ,,,
select,M,DIMM、SIMMといえば何のことですか。,CPU,メモリ,八一ドディスク,ディスプレイ,マウス,,メモリ,,,
select,M,DIMMとS.O.DIMMとの違いで正しいものはどれですか。,S.O.DIMMはデスクトツプで、DIMMはノー卜パソコンで利用される,S.O.DIMMの方が高速である,S.O.DIMMはDIMMよりサイズが小さい,S.O.DIMMはDIMMよりサイズが大きい,,,S.O.DIMMはDIMMよりサイズが小さい,,,
select,M,パフオーマンスを重視した場合、どのディスクを使えばいいですか。,USB2.0,IDE,PATA,SATA,,,SATA,,,
select,M,マルチコアプロセッサのメリットはなんですか。,並列処理能力が向上する,大容量のメモリをサポートする事ができる,64ビット環境をサポートする,整数演算能力が向上する,,,並列処理能力が向上する,,,
select,M,"インテルべ一スのプロセッサとAMDベースのプロセッサについての一般的な説明として正
しいものを2つ選択してください。",基本的な機能に違いはない,コア数が違う,追加の機能に違いがある,インテルベースのブロセツサの方が高速に動作する,,,基本的な機能に違いはない,,,
select,M,プロセッサの速度はどれによって表されますか。,Ohm,GHz,RPM,Farad,,,GHz,,,
select,M,プロセッサのキャッシュとはなんですか。,プロセッサを購入するための費用,プロセッサの処理能力を向上するためのメモリ,プロセッサの処理能力を向上するためのコア,プロセッサと同期するDRAM,,,プロセッサの処理能力を向上するためのメモリ,,,
select,M,—般的にバススピードとはどれのことを言いますか。,CPU,RAM,FSB,HDD,,,FSB,,,
select,M,DDR、DDR2、DDR3についての説明で間違つているものはどれですか。,DDR3が最も高速,すべての規格で互換性がある,デュアルチヤンネルを利用するとパフオーマンスを向上する事ができる,すべてSDRAMである,,,すべての規格で互換性がある,,,
select,M,一般的にノ一卜PCに搭載されるメモリはどれですか。,SIMM,DIMM,S.O.DIMM,EDO RAM,,,S.O.DIMM,,,
select,M,次の内八一ドディスクの性能を示す単位はどれですか。,Hz,RPM,Ohm,bit,,,RPM,,,
select,M,次の中で一番ケーブルが細いのはどれですか。,SATA,IDE,SCSI,FD,,,SATA,,,
select,M,次の中で周辺機器を接続するのに利用される無線技術はどれですか。,802.11b,RF,IrDA,Bluetooth,,,Bluetooth,,,
select,M,一般的にローカルの八一ドディスクとネットワークの共有ディスクの違いはなんですか。,ローカルの八一ドディスクのデータはネットワークから参照できる,ネットワークの共有ディスクは高速にアクセスできる,ネットワ一クの共有ディスクはアプリケ一シヨンをインストールできる,ローカルのハードディスクはアプリケーションをインス卜一ルできる,,,ローカルのハードディスクはアプリケーションをインス卜一ルできる,,,
select,M,次のうち一番高速な規格はどれですか。,SDR SDRAM,DDR SDRAM,DDR2 SDRAM,DDR3SDRAM,,,DDR3SDRAM,,,
select,M,ケーブルモデムを使ってWANに接続する場合、利用されるのはどれですか。,シリアル,パラレル,同軸ケーブル,RJ-45,,,同軸ケーブル,,,
select,M,TCPポー卜21番を利用するのはどのプロ卜コルですか。,FTP,SMTP,HTTP,IMAP,,,FTP,,,
select,M,電子メールを送信する際に使われるのはどのプロトコルですか。,SMS,IMAP,MAPI,SMTP,,,SMTP,,,
select,M,アクセスポイントを識別するのに使われるのはどれですか。,WPA,WEP,MAC,SSID,,,SSID,,,
select,M,ユーザーのWebブラウザに保存される小さなデ一夕は何ですか。,Cookie,JavaScript,HTTP,プラグイン,,,Cookie,,,
select,M,これまでダイヤルアップを利用していたインタ一ネット接続を、ブロードバンドに変更します。必要なコネクタはどれですか。,RJ-45,RJ-11,シリアル,パラレル,,,RJ-45,,,
select,M,名前解決に関係した用語はどれですか。,DHCP,DNS,SSL,POP3,,,DNS,,,
select,M,家庭用電線を利用した技術はどれですか。,イーサネット,ホームプラグ,ブロ一ドバンドルーター,802.11b,,,ホームプラグ,,,
select,M,コンピュータ同士を直接接続するケーブルはどれですか。,ス卜レー卜ケーブル,モジュラーケーブル,クロスケーブル,同軸ケーブル,,,クロスケーブル,,,
select,M,電話回線を利用したブロードバンド接続はどれですか。,FTTH,CATV,ADSL,Wi-Fi,,,ADSL,,,
select,M,複数のコンピュータでインターネット接続をするために必要な機器ははどれですか。,全二重通信,ブロ一ドバンドルーター,WAP,モデム,,,ブロ一ドバンドルーター,,,
select,M,無線LANと干渉を起こすものはどれですか。すべて選択してください。,コードレス電話,電子レンジ,ラジオ,LANケーブル,,,コードレス電話,,,
select,M,Webブラウザに機能を追加するものをなんと言いますか。,プラグイン,クッキー,キャッシュ,ソース,,,プラグイン,,,
select,M,Java についての説明として正しいものを選択してください。,Javaを利用するとインタ一ネットへの接続が高速になる,Javaを利用するとhtml上で様々な効果を与える事ができる,Javaを利用すると動的なWebコンテンツを提供する事ができる,Javaを利用するとWebサイ卜の見た目を定義できる,,,Javaを利用すると動的なWebコンテンツを提供する事ができる,,,
